userId,active_days,matches_played,total_distance,total_calories,current_streak,friends_count,churn
user_1,2.0,3.0,407.0038792719996,447.3954490111974,1.0,4,1
user_10,3.0,2.0,2185.0294064355107,448.04737645059913,0.0,16,1
user_11,3.0,0.0,2679.057428465009,452.99341790175936,0.0,13,1
user_12,3.0,7.0,60185.585360863275,3944.460215648639,1.0,10,0
user_13,3.0,2.0,1763.7938048900658,449.03390298700816,0.0,10,1
user_14,3.0,2.0,1506.1919417268043,341.7254521668334,0.0,17,1
user_15,3.0,7.0,43514.1801008863,4334.902544221112,0.0,1,0
user_16,4.0,8.0,42248.002313060424,5237.978052070153,2.0,4,0
user_17,3.0,0.0,1732.7748259188256,332.5194593723237,0.0,10,1
user_18,2.0,2.0,1225.9907221353287,81.58535715194586,0.0,6,1
user_19,4.0,7.0,57091.74630204151,5085.301102636515,2.0,13,0
user_2,4.0,16.0,50843.02344820564,6636.048638737737,1.0,10,0
user_20,4.0,8.0,34881.974550730396,3569.8878851867266,2.0,11,0
user_21,5.0,14.0,59554.42420067056,3913.520799878379,1.0,10,0
user_22,3.0,2.0,1185.290966295444,514.7666258178322,1.0,20,1
user_23,4.0,8.0,74756.87951987176,6342.909738167177,1.0,2,0
user_24,2.0,1.0,1573.3255928783374,197.62305535222313,0.0,7,1
user_25,4.0,3.0,47135.746811176636,3620.2602481478234,0.0,1,0
user_26,3.0,1.0,2409.6500637925374,277.8117559385488,0.0,11,1
user_27,1.0,0.0,989.8765327305439,109.32988173312862,1.0,20,1
user_28,4.0,9.0,54129.06977720364,4482.463553253572,1.0,1,0
user_29,5.0,17.0,69028.60138345067,7349.688848031088,0.0,5,0
user_3,1.0,0.0,917.6944391205193,32.48618975665991,0.0,17,1
user_30,2.0,1.0,1651.8235161158993,512.4205567303641,1.0,10,1
user_31,5.0,13.0,89272.15813778657,9777.727042804498,4.0,2,0
user_32,1.0,1.0,832.2548525479456,188.8927858965728,0.0,10,1
user_33,3.0,5.0,33214.09804892133,3405.336534608726,0.0,7,0
user_34,4.0,5.0,41934.76563484076,3673.88091724522,1.0,13,0
user_35,2.0,1.0,1057.819698275846,314.0695504155759,0.0,5,1
user_36,3.0,8.0,45621.95683384667,5517.9482873806055,1.0,7,0
user_37,4.0,1.0,2337.4055766319566,361.54002507814005,0.0,19,1
user_38,4.0,11.0,58692.07928788622,7429.427787012761,0.0,7,0
user_39,4.0,9.0,73801.25585467888,7336.925133007231,2.0,11,0
user_4,3.0,12.0,64835.615673231725,6948.750872680793,0.0,16,0
user_40,4.0,6.0,59798.9519830986,4993.573927466081,0.0,0,0
user_41,4.0,2.0,1204.5629667308156,205.4502907165839,2.0,5,1
user_42,3.0,6.0,57784.56157689818,5467.694141049835,1.0,18,0
user_43,1.0,1.0,577.4931161480603,202.36737489181314,0.0,17,1
user_44,4.0,11.0,73192.12213614793,7177.66892530914,3.0,19,0
user_45,3.0,1.0,1807.9746373208293,242.3168207438241,0.0,10,1
user_46,1.0,0.0,840.4164217706742,12.386484204287651,0.0,6,1
user_47,4.0,11.0,69214.51102991843,6037.309116843379,3.0,12,0
user_48,3.0,17.0,48690.88086127952,6588.530117834437,2.0,20,0
user_49,3.0,10.0,44431.71513837254,5258.953376489882,0.0,3,0
user_5,2.0,1.0,478.89796214194166,145.0619224010053,0.0,10,1
user_50,4.0,12.0,64188.42448395831,7308.921075577432,3.0,8,0
user_6,3.0,12.0,63611.707458833334,5705.008551896474,0.0,18,0
user_7,4.0,5.0,55286.21637863852,6314.045283555024,0.0,15,0
user_8,1.0,0.0,562.0754406210217,169.61057317966834,0.0,1,1
user_9,3.0,4.0,2769.5716559271114,305.02684343146854,1.0,10,1
